,date,temperatures(C),humidity(%),pressure(hPa),energy
225,2021-01-10 9:00,-8.4,75.0,1020.1,264.1640000000043
226,2021-01-10 10:00,-6.9,72.0,1020.2,268.3199999999997
227,2021-01-10 11:00,-5.8,68.0,1019.8,268.73199999999633
228,2021-01-10 12:00,-3.5,60.0,1019.0,271.48799999999756
229,2021-01-10 13:00,-0.9,52.0,1018.1,284.38000000000466
230,2021-01-10 14:00,0.2,53.0,1017.4,299.6080000000002
231,2021-01-10 15:00,-0.4,58.0,1017.6,314.55199999999604
232,2021-01-10 16:00,-0.3,64.0,1017.8,323.67200000000594
233,2021-01-10 17:00,-0.8,68.0,1018.0,326.48399999999674
234,2021-01-10 18:00,-1.7,72.0,1018.2,320.55199999999604
235,2021-01-10 19:00,-2.0,77.0,1018.8,298.12399999999616
236,2021-01-10 20:00,-2.1,80.0,1019.0,303.7920000000013
237,2021-01-10 21:00,-2.8,89.0,1019.1,308.27200000001176
238,2021-01-10 22:00,-3.4,90.0,1019.1,293.8319999999949
239,2021-01-10 23:00,-3.4,90.0,1019.2,287.0399999999936
240,2021-01-11 0:00,-3.4,90.0,1019.1,276.84000000001106
241,2021-01-11 1:00,-3.0,89.0,1018.9,254.55199999999604
242,2021-01-11 2:00,-3.5,89.0,1019.2,237.35199999999895
243,2021-01-11 3:00,-3.5,90.0,1019.6,232.096000000005
244,2021-01-11 4:00,-3.4,86.0,1020.2,228.96799999999348
245,2021-01-11 5:00,-3.4,86.0,1019.4,230.50400000000081
246,2021-01-11 6:00,-3.3,88.0,1019.2,229.78399999999965
247,2021-01-11 7:00,-3.7,87.0,1018.4,231.6319999999978
248,2021-01-11 8:00,-4.8,91.0,1018.9,240.1200000000099
249,2021-01-11 9:00,-3.6,88.0,1019.2,279.16799999999057
250,2021-01-11 10:00,-2.4,79.0,1020.2,370.1840000000084
251,2021-01-11 11:00,-1.5,75.0,1019.6,429.3119999999908
252,2021-01-11 12:00,-1.0,69.0,1018.2,411.00800000000163
253,2021-01-11 13:00,-1.1,67.0,1017.0,428.3359999999957
254,2021-01-11 14:00,-0.4,65.0,1015.4,420.6640000000043
255,2021-01-11 15:00,-0.2,66.0,1015.4,423.8319999999949
256,2021-01-11 16:00,0.2,65.0,1015.3,429.33600000001024
257,2021-01-11 17:00,-0.1,64.0,1014.8,437.25599999999395
258,2021-01-11 18:00,-0.5,67.0,1014.8,402.1359999999986
259,2021-01-11 19:00,-0.7,67.0,1014.4,366.35199999999895
260,2021-01-11 20:00,-1.7,72.0,1014.4,347.17600000000675
261,2021-01-11 21:00,-1.5,74.0,1014.6,331.2479999999923
262,2021-01-11 22:00,-1.9,77.0,1014.5,315.76800000001094
263,2021-01-11 23:00,-2.6,85.0,1014.0,298.9439999999886
264,2021-01-12 0:00,-3.1,87.0,1013.8,275.7520000000077
265,2021-01-12 1:00,-3.2,87.0,1013.2,250.00800000000163
266,2021-01-12 2:00,-3.2,90.0,1013.3,243.78399999999965
267,2021-01-12 3:00,-3.5,94.0,1012.9,244.41599999999744
268,2021-01-12 4:00,-4.0,95.0,1012.5,249.85599999999977
269,2021-01-12 5:00,-4.5,95.0,1012.0,248.5679999999993
270,2021-01-12 6:00,-4.3,95.0,1011.5,250.12799999999697
271,2021-01-12 7:00,-4.7,96.0,1011.6,249.36000000000058
272,2021-01-12 8:00,-4.6,96.0,1011.7,254.8399999999965
273,2021-01-12 9:00,-3.8,95.0,1012.3,266.7760000000126
274,2021-01-12 10:00,-2.4,94.0,1012.8,364.3359999999957
275,2021-01-12 11:00,-0.1,81.0,1012.1,442.27999999999884
276,2021-01-12 12:00,1.7,69.0,1011.1,425.7679999999964
277,2021-01-12 13:00,2.4,62.0,1010.2,386.8240000000078
278,2021-01-12 14:00,3.4,50.0,1009.2,387.99199999999837
279,2021-01-12 15:00,3.2,50.0,1008.7,391.7679999999964
280,2021-01-12 16:00,2.8,54.0,1008.6,410.8640000000014
